FAMID	ID	PID	MID	SEX	POP	POP_SIMPLE	COUNTRY	SPOP	CONTINENT	ORDER	POP_ORDER	SPOP_ORDER	POP_COLOR	SPOP_COLOR
HG00096	HG00096	0	0	1	GBR	British	United_Kingdom	EUR	Europe	1	18	4	#00c5cd	#64ebff
HG00097	HG00097	0	0	2	GBR	British	United_Kingdom	EUR	Europe	2	18	4	#00c5cd	#64ebff
HG00099	HG00099	0	0	2	GBR	British	United_Kingdom	EUR	Europe	3	18	4	#00c5cd	#64ebff
HG00100	HG00100	0	0	2	GBR	British	United_Kingdom	EUR	Europe	4	18	4	#00c5cd	#64ebff
HG00101	HG00101	0	0	1	GBR	British	United_Kingdom	EUR	Europe	5	18	4	#00c5cd	#64ebff
HG00102	HG00102	0	0	2	GBR	British	United_Kingdom	EUR	Europe	6	18	4	#00c5cd	#64ebff
HG00103	HG00103	0	0	1	GBR	British	United_Kingdom	EUR	Europe	7	18	4	#00c5cd	#64ebff
HG00105	HG00105	0	0	1	GBR	British	United_Kingdom	EUR	Europe	8	18	4	#00c5cd	#64ebff
HG00106	HG00106	0	0	2	GBR	British	United_Kingdom	EUR	Europe	9	18	4	#00c5cd	#64ebff
HG00107	HG00107	0	0	1	GBR	British	United_Kingdom	EUR	Europe	10	18	4	#00c5cd	#64ebff
HG00108	HG00108	0	0	1	GBR	British	United_Kingdom	EUR	Europe	11	18	4	#00c5cd	#64ebff
HG00109	HG00109	0	0	1	GBR	British	United_Kingdom	EUR	Europe	12	18	4	#00c5cd	#64ebff
HG00110	HG00110	0	0	2	GBR	British	United_Kingdom	EUR	Europe	13	18	4	#00c5cd	#64ebff
HG00111	HG00111	0	0	2	GBR	British	United_Kingdom	EUR	Europe	14	18	4	#00c5cd	#64ebff
HG00112	HG00112	0	0	1	GBR	British	United_Kingdom	EUR	Europe	15	18	4	#00c5cd	#64ebff
HG00113	HG00113	0	0	1	GBR	British	United_Kingdom	EUR	Europe	16	18	4	#00c5cd	#64ebff
HG00114	HG00114	0	0	1	GBR	British	United_Kingdom	EUR	Europe	17	18	4	#00c5cd	#64ebff
HG00115	HG00115	0	0	1	GBR	British	United_Kingdom	EUR	Europe	18	18	4	#00c5cd	#64ebff
HG00116	HG00116	0	0	1	GBR	British	United_Kingdom	EUR	Europe	19	18	4	#00c5cd	#64ebff
HG00117	HG00117	0	0	1	GBR	British	United_Kingdom	EUR	Europe	20	18	4	#00c5cd	#64ebff
HG00118	HG00118	0	0	2	GBR	British	United_Kingdom	EUR	Europe	21	18	4	#00c5cd	#64ebff
HG00119	HG00119	0	0	1	GBR	British	United_Kingdom	EUR	Europe	22	18	4	#00c5cd	#64ebff
HG00120	HG00120	0	0	2	GBR	British	United_Kingdom	EUR	Europe	23	18	4	#00c5cd	#64ebff
HG00121	HG00121	0	0	2	GBR	British	United_Kingdom	EUR	Europe	24	18	4	#00c5cd	#64ebff
HG00122	HG00122	0	0	2	GBR	British	United_Kingdom	EUR	Europe	25	18	4	#00c5cd	#64ebff
HG00123	HG00123	0	0	2	GBR	British	United_Kingdom	EUR	Europe	26	18	4	#00c5cd	#64ebff
HG00125	HG00125	0	0	2	GBR	British	United_Kingdom	EUR	Europe	27	18	4	#00c5cd	#64ebff
HG00126	HG00126	0	0	1	GBR	British	United_Kingdom	EUR	Europe	28	18	4	#00c5cd	#64ebff
HG00127	HG00127	0	0	2	GBR	British	United_Kingdom	EUR	Europe	29	18	4	#00c5cd	#64ebff
HG00128	HG00128	0	0	2	GBR	British	United_Kingdom	EUR	Europe	30	18	4	#00c5cd	#64ebff
HG00129	HG00129	0	0	1	GBR	British	United_Kingdom	EUR	Europe	31	18	4	#00c5cd	#64ebff
HG00130	HG00130	0	0	2	GBR	British	United_Kingdom	EUR	Europe	32	18	4	#00c5cd	#64ebff
HG00131	HG00131	0	0	1	GBR	British	United_Kingdom	EUR	Europe	33	18	4	#00c5cd	#64ebff
HG00132	HG00132	0	0	2	GBR	British	United_Kingdom	EUR	Europe	34	18	4	#00c5cd	#64ebff
HG00133	HG00133	0	0	2	GBR	British	United_Kingdom	EUR	Europe	35	18	4	#00c5cd	#64ebff
HG00136	HG00136	0	0	1	GBR	British	United_Kingdom	EUR	Europe	36	18	4	#00c5cd	#64ebff
HG00137	HG00137	0	0	2	GBR	British	United_Kingdom	EUR	Europe	37	18	4	#00c5cd	#64ebff
HG00138	HG00138	0	0	1	GBR	British	United_Kingdom	EUR	Europe	38	18	4	#00c5cd	#64ebff
HG00139	HG00139	0	0	1	GBR	British	United_Kingdom	EUR	Europe	39	18	4	#00c5cd	#64ebff
HG00140	HG00140	0	0	1	GBR	British	United_Kingdom	EUR	Europe	40	18	4	#00c5cd	#64ebff
HG00141	HG00141	0	0	1	GBR	British	United_Kingdom	EUR	Europe	41	18	4	#00c5cd	#64ebff
HG00142	HG00142	0	0	1	GBR	British	United_Kingdom	EUR	Europe	42	18	4	#00c5cd	#64ebff
HG00143	HG00143	0	0	1	GBR	British	United_Kingdom	EUR	Europe	43	18	4	#00c5cd	#64ebff
HG00145	HG00145	0	0	1	GBR	British	United_Kingdom	EUR	Europe	44	18	4	#00c5cd	#64ebff
HG00146	HG00146	0	0	2	GBR	British	United_Kingdom	EUR	Europe	45	18	4	#00c5cd	#64ebff
HG00148	HG00148	0	0	1	GBR	British	United_Kingdom	EUR	Europe	46	18	4	#00c5cd	#64ebff
HG00149	HG00149	0	0	1	GBR	British	United_Kingdom	EUR	Europe	47	18	4	#00c5cd	#64ebff
HG00150	HG00150	0	0	2	GBR	British	United_Kingdom	EUR	Europe	48	18	4	#00c5cd	#64ebff
HG00151	HG00151	0	0	1	GBR	British	United_Kingdom	EUR	Europe	49	18	4	#00c5cd	#64ebff
HG00154	HG00154	0	0	2	GBR	British	United_Kingdom	EUR	Europe	50	18	4	#00c5cd	#64ebff
HG00155	HG00155	0	0	1	GBR	British	United_Kingdom	EUR	Europe	51	18	4	#00c5cd	#64ebff
HG00157	HG00157	0	0	1	GBR	British	United_Kingdom	EUR	Europe	52	18	4	#00c5cd	#64ebff
HG00158	HG00158	0	0	2	GBR	British	United_Kingdom	EUR	Europe	53	18	4	#00c5cd	#64ebff
HG00159	HG00159	0	0	1	GBR	British	United_Kingdom	EUR	Europe	54	18	4	#00c5cd	#64ebff
HG00160	HG00160	0	0	1	GBR	British	United_Kingdom	EUR	Europe	55	18	4	#00c5cd	#64ebff
HG00171	HG00171	0	0	2	FIN	Finnish	Finland	EUR	Europe	56	19	4	#00ebff	#64ebff
HG00173	HG00173	0	0	2	FIN	Finnish	Finland	EUR	Europe	57	19	4	#00ebff	#64ebff
HG00174	HG00174	0	0	2	FIN	Finnish	Finland	EUR	Europe	58	19	4	#00ebff	#64ebff
HG00176	HG00176	0	0	2	FIN	Finnish	Finland	EUR	Europe	59	19	4	#00ebff	#64ebff
HG00177	HG00177	0	0	2	FIN	Finnish	Finland	EUR	Europe	60	19	4	#00ebff	#64ebff
HG00178	HG00178	0	0	2	FIN	Finnish	Finland	EUR	Europe	61	19	4	#00ebff	#64ebff
HG00179	HG00179	0	0	2	FIN	Finnish	Finland	EUR	Europe	62	19	4	#00ebff	#64ebff
HG00180	HG00180	0	0	2	FIN	Finnish	Finland	EUR	Europe	63	19	4	#00ebff	#64ebff
HG00181	HG00181	0	0	1	FIN	Finnish	Finland	EUR	Europe	64	19	4	#00ebff	#64ebff
HG00182	HG00182	0	0	1	FIN	Finnish	Finland	EUR	Europe	65	19	4	#00ebff	#64ebff
HG00183	HG00183	0	0	1	FIN	Finnish	Finland	EUR	Europe	66	19	4	#00ebff	#64ebff
HG00185	HG00185	0	0	1	FIN	Finnish	Finland	EUR	Europe	67	19	4	#00ebff	#64ebff
HG00186	HG00186	0	0	1	FIN	Finnish	Finland	EUR	Europe	68	19	4	#00ebff	#64ebff
HG00187	HG00187	0	0	1	FIN	Finnish	Finland	EUR	Europe	69	19	4	#00ebff	#64ebff
HG00188	HG00188	0	0	1	FIN	Finnish	Finland	EUR	Europe	70	19	4	#00ebff	#64ebff
HG00189	HG00189	0	0	1	FIN	Finnish	Finland	EUR	Europe	71	19	4	#00ebff	#64ebff
HG00190	HG00190	0	0	1	FIN	Finnish	Finland	EUR	Europe	72	19	4	#00ebff	#64ebff
HG00231	HG00231	0	0	2	GBR	British	United_Kingdom	EUR	Europe	73	18	4	#00c5cd	#64ebff
HG00232	HG00232	0	0	2	GBR	British	United_Kingdom	EUR	Europe	74	18	4	#00c5cd	#64ebff
HG00233	HG00233	0	0	2	GBR	British	United_Kingdom	EUR	Europe	75	18	4	#00c5cd	#64ebff
HG00234	HG00234	0	0	1	GBR	British	United_Kingdom	EUR	Europe	76	18	4	#00c5cd	#64ebff
HG00235	HG00235	0	0	2	GBR	British	United_Kingdom	EUR	Europe	77	18	4	#00c5cd	#64ebff
HG00236	HG00236	0	0	2	GBR	British	United_Kingdom	EUR	Europe	78	18	4	#00c5cd	#64ebff
HG00237	HG00237	0	0	2	GBR	British	United_Kingdom	EUR	Europe	79	18	4	#00c5cd	#64ebff
HG00238	HG00238	0	0	2	GBR	British	United_Kingdom	EUR	Europe	80	18	4	#00c5cd	#64ebff
HG00239	HG00239	0	0	2	GBR	British	United_Kingdom	EUR	Europe	81	18	4	#00c5cd	#64ebff
HG00240	HG00240	0	0	2	GBR	British	United_Kingdom	EUR	Europe	82	18	4	#00c5cd	#64ebff
HG00242	HG00242	0	0	1	GBR	British	United_Kingdom	EUR	Europe	83	18	4	#00c5cd	#64ebff
HG00243	HG00243	0	0	1	GBR	British	United_Kingdom	EUR	Europe	84	18	4	#00c5cd	#64ebff
HG00244	HG00244	0	0	1	GBR	British	United_Kingdom	EUR	Europe	85	18	4	#00c5cd	#64ebff
HG00245	HG00245	0	0	2	GBR	British	United_Kingdom	EUR	Europe	86	18	4	#00c5cd	#64ebff
HG00246	HG00246	0	0	1	GBR	British	United_Kingdom	EUR	Europe	87	18	4	#00c5cd	#64ebff
HG00250	HG00250	0	0	2	GBR	British	United_Kingdom	EUR	Europe	88	18	4	#00c5cd	#64ebff
HG00251	HG00251	0	0	1	GBR	British	United_Kingdom	EUR	Europe	89	18	4	#00c5cd	#64ebff
HG00252	HG00252	0	0	1	GBR	British	United_Kingdom	EUR	Europe	90	18	4	#00c5cd	#64ebff
HG00253	HG00253	0	0	2	GBR	British	United_Kingdom	EUR	Europe	91	18	4	#00c5cd	#64ebff
HG00254	HG00254	0	0	2	GBR	British	United_Kingdom	EUR	Europe	92	18	4	#00c5cd	#64ebff
HG00255	HG00255	0	0	2	GBR	British	United_Kingdom	EUR	Europe	93	18	4	#00c5cd	#64ebff
HG00256	HG00256	0	0	1	GBR	British	United_Kingdom	EUR	Europe	94	18	4	#00c5cd	#64ebff
HG00257	HG00257	0	0	2	GBR	British	United_Kingdom	EUR	Europe	95	18	4	#00c5cd	#64ebff
HG00258	HG00258	0	0	2	GBR	British	United_Kingdom	EUR	Europe	96	18	4	#00c5cd	#64ebff
HG00259	HG00259	0	0	2	GBR	British	United_Kingdom	EUR	Europe	97	18	4	#00c5cd	#64ebff
HG00260	HG00260	0	0	1	GBR	British	United_Kingdom	EUR	Europe	98	18	4	#00c5cd	#64ebff
HG00261	HG00261	0	0	2	GBR	British	United_Kingdom	EUR	Europe	99	18	4	#00c5cd	#64ebff
HG00262	HG00262	0	0	2	GBR	British	United_Kingdom	EUR	Europe	100	18	4	#00c5cd	#64ebff
HG00263	HG00263	0	0	2	GBR	British	United_Kingdom	EUR	Europe	101	18	4	#00c5cd	#64ebff
HG00264	HG00264	0	0	1	GBR	British	United_Kingdom	EUR	Europe	102	18	4	#00c5cd	#64ebff
HG00265	HG00265	0	0	1	GBR	British	United_Kingdom	EUR	Europe	103	18	4	#00c5cd	#64ebff
HG00266	HG00266	0	0	2	FIN	Finnish	Finland	EUR	Europe	104	19	4	#00ebff	#64ebff
HG00267	HG00267	0	0	1	FIN	Finnish	Finland	EUR	Europe	105	19	4	#00ebff	#64ebff
HG00268	HG00268	0	0	2	FIN	Finnish	Finland	EUR	Europe	106	19	4	#00ebff	#64ebff
HG00269	HG00269	0	0	2	FIN	Finnish	Finland	EUR	Europe	107	19	4	#00ebff	#64ebff
HG00271	HG00271	0	0	1	FIN	Finnish	Finland	EUR	Europe	108	19	4	#00ebff	#64ebff
HG00272	HG00272	0	0	2	FIN	Finnish	Finland	EUR	Europe	109	19	4	#00ebff	#64ebff
HG00273	HG00273	0	0	1	FIN	Finnish	Finland	EUR	Europe	110	19	4	#00ebff	#64ebff
HG00274	HG00274	0	0	2	FIN	Finnish	Finland	EUR	Europe	111	19	4	#00ebff	#64ebff
HG00275	HG00275	0	0	2	FIN	Finnish	Finland	EUR	Europe	112	19	4	#00ebff	#64ebff
HG00276	HG00276	0	0	2	FIN	Finnish	Finland	EUR	Europe	113	19	4	#00ebff	#64ebff
HG00277	HG00277	0	0	1	FIN	Finnish	Finland	EUR	Europe	114	19	4	#00ebff	#64ebff
HG00278	HG00278	0	0	1	FIN	Finnish	Finland	EUR	Europe	115	19	4	#00ebff	#64ebff
HG00280	HG00280	0	0	1	FIN	Finnish	Finland	EUR	Europe	116	19	4	#00ebff	#64ebff
HG00281	HG00281	0	0	2	FIN	Finnish	Finland	EUR	Europe	117	19	4	#00ebff	#64ebff
HG00282	HG00282	0	0	2	FIN	Finnish	Finland	EUR	Europe	118	19	4	#00ebff	#64ebff
HG00284	HG00284	0	0	1	FIN	Finnish	Finland	EUR	Europe	119	19	4	#00ebff	#64ebff
HG00285	HG00285	0	0	2	FIN	Finnish	Finland	EUR	Europe	120	19	4	#00ebff	#64ebff
HG00288	HG00288	0	0	2	FIN	Finnish	Finland	EUR	Europe	121	19	4	#00ebff	#64ebff
HG00290	HG00290	0	0	1	FIN	Finnish	Finland	EUR	Europe	122	19	4	#00ebff	#64ebff
HG00304	HG00304	0	0	2	FIN	Finnish	Finland	EUR	Europe	123	19	4	#00ebff	#64ebff
HG00306	HG00306	0	0	2	FIN	Finnish	Finland	EUR	Europe	124	19	4	#00ebff	#64ebff
HG00308	HG00308	0	0	1	FIN	Finnish	Finland	EUR	Europe	125	19	4	#00ebff	#64ebff
HG00309	HG00309	0	0	2	FIN	Finnish	Finland	EUR	Europe	126	19	4	#00ebff	#64ebff
HG00310	HG00310	0	0	1	FIN	Finnish	Finland	EUR	Europe	127	19	4	#00ebff	#64ebff
HG00311	HG00311	0	0	1	FIN	Finnish	Finland	EUR	Europe	128	19	4	#00ebff	#64ebff
HG00313	HG00313	0	0	2	FIN	Finnish	Finland	EUR	Europe	129	19	4	#00ebff	#64ebff
HG00315	HG00315	0	0	2	FIN	Finnish	Finland	EUR	Europe	130	19	4	#00ebff	#64ebff
HG00318	HG00318	0	0	2	FIN	Finnish	Finland	EUR	Europe	131	19	4	#00ebff	#64ebff
HG00319	HG00319	0	0	2	FIN	Finnish	Finland	EUR	Europe	132	19	4	#00ebff	#64ebff
HG00320	HG00320	0	0	2	FIN	Finnish	Finland	EUR	Europe	133	19	4	#00ebff	#64ebff
HG00321	HG00321	0	0	1	FIN	Finnish	Finland	EUR	Europe	134	19	4	#00ebff	#64ebff
HG00323	HG00323	0	0	2	FIN	Finnish	Finland	EUR	Europe	135	19	4	#00ebff	#64ebff
HG00324	HG00324	0	0	2	FIN	Finnish	Finland	EUR	Europe	136	19	4	#00ebff	#64ebff
HG00325	HG00325	0	0	1	FIN	Finnish	Finland	EUR	Europe	137	19	4	#00ebff	#64ebff
HG00326	HG00326	0	0	2	FIN	Finnish	Finland	EUR	Europe	138	19	4	#00ebff	#64ebff
HG00327	HG00327	0	0	2	FIN	Finnish	Finland	EUR	Europe	139	19	4	#00ebff	#64ebff
HG00328	HG00328	0	0	2	FIN	Finnish	Finland	EUR	Europe	140	19	4	#00ebff	#64ebff
HG00329	HG00329	0	0	1	FIN	Finnish	Finland	EUR	Europe	141	19	4	#00ebff	#64ebff
HG00330	HG00330	0	0	2	FIN	Finnish	Finland	EUR	Europe	142	19	4	#00ebff	#64ebff
HG00331	HG00331	0	0	2	FIN	Finnish	Finland	EUR	Europe	143	19	4	#00ebff	#64ebff
HG00332	HG00332	0	0	2	FIN	Finnish	Finland	EUR	Europe	144	19	4	#00ebff	#64ebff
HG00334	HG00334	0	0	2	FIN	Finnish	Finland	EUR	Europe	145	19	4	#00ebff	#64ebff
HG00335	HG00335	0	0	1	FIN	Finnish	Finland	EUR	Europe	146	19	4	#00ebff	#64ebff
HG00336	HG00336	0	0	1	FIN	Finnish	Finland	EUR	Europe	147	19	4	#00ebff	#64ebff
HG00337	HG00337	0	0	2	FIN	Finnish	Finland	EUR	Europe	148	19	4	#00ebff	#64ebff
HG00338	HG00338	0	0	1	FIN	Finnish	Finland	EUR	Europe	149	19	4	#00ebff	#64ebff
HG00339	HG00339	0	0	2	FIN	Finnish	Finland	EUR	Europe	150	19	4	#00ebff	#64ebff
HG00341	HG00341	0	0	1	FIN	Finnish	Finland	EUR	Europe	151	19	4	#00ebff	#64ebff
HG00342	HG00342	0	0	1	FIN	Finnish	Finland	EUR	Europe	152	19	4	#00ebff	#64ebff
HG00343	HG00343	0	0	2	FIN	Finnish	Finland	EUR	Europe	153	19	4	#00ebff	#64ebff
HG00344	HG00344	0	0	2	FIN	Finnish	Finland	EUR	Europe	154	19	4	#00ebff	#64ebff
HG00345	HG00345	0	0	1	FIN	Finnish	Finland	EUR	Europe	155	19	4	#00ebff	#64ebff
HG00346	HG00346	0	0	2	FIN	Finnish	Finland	EUR	Europe	156	19	4	#00ebff	#64ebff
HG00349	HG00349	0	0	2	FIN	Finnish	Finland	EUR	Europe	157	19	4	#00ebff	#64ebff
HG00350	HG00350	0	0	2	FIN	Finnish	Finland	EUR	Europe	158	19	4	#00ebff	#64ebff
HG00351	HG00351	0	0	1	FIN	Finnish	Finland	EUR	Europe	159	19	4	#00ebff	#64ebff
HG00353	HG00353	0	0	2	FIN	Finnish	Finland	EUR	Europe	160	19	4	#00ebff	#64ebff
HG00355	HG00355	0	0	2	FIN	Finnish	Finland	EUR	Europe	161	19	4	#00ebff	#64ebff
HG00356	HG00356	0	0	2	FIN	Finnish	Finland	EUR	Europe	162	19	4	#00ebff	#64ebff
HG00357	HG00357	0	0	2	FIN	Finnish	Finland	EUR	Europe	163	19	4	#00ebff	#64ebff
HG00358	HG00358	0	0	1	FIN	Finnish	Finland	EUR	Europe	164	19	4	#00ebff	#64ebff
HG00360	HG00360	0	0	1	FIN	Finnish	Finland	EUR	Europe	165	19	4	#00ebff	#64ebff
HG00361	HG00361	0	0	2	FIN	Finnish	Finland	EUR	Europe	166	19	4	#00ebff	#64ebff
HG00362	HG00362	0	0	2	FIN	Finnish	Finland	EUR	Europe	167	19	4	#00ebff	#64ebff
HG00364	HG00364	0	0	2	FIN	Finnish	Finland	EUR	Europe	168	19	4	#00ebff	#64ebff
HG00365	HG00365	0	0	2	FIN	Finnish	Finland	EUR	Europe	169	19	4	#00ebff	#64ebff
HG00366	HG00366	0	0	1	FIN	Finnish	Finland	EUR	Europe	170	19	4	#00ebff	#64ebff
HG00367	HG00367	0	0	2	FIN	Finnish	Finland	EUR	Europe	171	19	4	#00ebff	#64ebff
HG00368	HG00368	0	0	2	FIN	Finnish	Finland	EUR	Europe	172	19	4	#00ebff	#64ebff
HG00369	HG00369	0	0	1	FIN	Finnish	Finland	EUR	Europe	173	19	4	#00ebff	#64ebff
HG00371	HG00371	0	0	1	FIN	Finnish	Finland	EUR	Europe	174	19	4	#00ebff	#64ebff
HG00372	HG00372	0	0	1	FIN	Finnish	Finland	EUR	Europe	175	19	4	#00ebff	#64ebff
HG00373	HG00373	0	0	2	FIN	Finnish	Finland	EUR	Europe	176	19	4	#00ebff	#64ebff
HG00375	HG00375	0	0	1	FIN	Finnish	Finland	EUR	Europe	177	19	4	#00ebff	#64ebff
HG00376	HG00376	0	0	2	FIN	Finnish	Finland	EUR	Europe	178	19	4	#00ebff	#64ebff
HG00378	HG00378	0	0	2	FIN	Finnish	Finland	EUR	Europe	179	19	4	#00ebff	#64ebff
HG00379	HG00379	0	0	2	FIN	Finnish	Finland	EUR	Europe	180	19	4	#00ebff	#64ebff
HG00380	HG00380	0	0	2	FIN	Finnish	Finland	EUR	Europe	181	19	4	#00ebff	#64ebff
HG00381	HG00381	0	0	2	FIN	Finnish	Finland	EUR	Europe	182	19	4	#00ebff	#64ebff
HG00382	HG00382	0	0	1	FIN	Finnish	Finland	EUR	Europe	183	19	4	#00ebff	#64ebff
HG00383	HG00383	0	0	2	FIN	Finnish	Finland	EUR	Europe	184	19	4	#00ebff	#64ebff
HG00384	HG00384	0	0	2	FIN	Finnish	Finland	EUR	Europe	185	19	4	#00ebff	#64ebff
HG00403	HG00403	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	186	14	1	#00ff00	#adff33
HG00404	HG00404	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	187	14	1	#00ff00	#adff33
HG00406	HG00406	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	188	14	1	#00ff00	#adff33
HG00407	HG00407	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	189	14	1	#00ff00	#adff33
HG00409	HG00409	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	190	14	1	#00ff00	#adff33
HG00410	HG00410	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	191	14	1	#00ff00	#adff33
HG00419	HG00419	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	192	14	1	#00ff00	#adff33
HG00421	HG00421	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	193	14	1	#00ff00	#adff33
HG00422	HG00422	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	194	14	1	#00ff00	#adff33
HG00428	HG00428	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	195	14	1	#00ff00	#adff33
HG00436	HG00436	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	196	14	1	#00ff00	#adff33
HG00437	HG00437	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	197	14	1	#00ff00	#adff33
HG00442	HG00442	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	198	14	1	#00ff00	#adff33
HG00443	HG00443	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	199	14	1	#00ff00	#adff33
HG00445	HG00445	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	200	14	1	#00ff00	#adff33
HG00446	HG00446	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	201	14	1	#00ff00	#adff33
HG00448	HG00448	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	202	14	1	#00ff00	#adff33
HG00449	HG00449	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	203	14	1	#00ff00	#adff33
HG00451	HG00451	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	204	14	1	#00ff00	#adff33
HG00452	HG00452	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	205	14	1	#00ff00	#adff33
HG00457	HG00457	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	206	14	1	#00ff00	#adff33
HG00458	HG00458	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	207	14	1	#00ff00	#adff33
HG00463	HG00463	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	208	14	1	#00ff00	#adff33
HG00464	HG00464	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	209	14	1	#00ff00	#adff33
HG00472	HG00472	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	210	14	1	#00ff00	#adff33
HG00473	HG00473	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	211	14	1	#00ff00	#adff33
HG00475	HG00475	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	212	14	1	#00ff00	#adff33
HG00476	HG00476	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	213	14	1	#00ff00	#adff33
HG00478	HG00478	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	214	14	1	#00ff00	#adff33
HG00479	HG00479	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	215	14	1	#00ff00	#adff33
HG00500	HG00500	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	216	14	1	#00ff00	#adff33
HG00513	HG00513	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	217	14	1	#00ff00	#adff33
HG00524	HG00524	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	218	14	1	#00ff00	#adff33
HG00525	HG00525	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	219	14	1	#00ff00	#adff33
HG00530	HG00530	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	220	14	1	#00ff00	#adff33
HG00531	HG00531	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	221	14	1	#00ff00	#adff33
HG00533	HG00533	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	222	14	1	#00ff00	#adff33
HG00534	HG00534	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	223	14	1	#00ff00	#adff33
HG00536	HG00536	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	224	14	1	#00ff00	#adff33
HG00537	HG00537	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	225	14	1	#00ff00	#adff33
HG00542	HG00542	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	226	14	1	#00ff00	#adff33
HG00543	HG00543	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	227	14	1	#00ff00	#adff33
HG00551	HG00551	0	0	2	PUR	Puerto_Rican	Puerto_Rico	AMR	America	228	11	5	#cc3300	#ff3d3d
HG00553	HG00553	0	0	1	PUR	Puerto_Rican	Puerto_Rico	AMR	America	229	11	5	#cc3300	#ff3d3d
HG00554	HG00554	0	0	2	PUR	Puerto_Rican	Puerto_Rico	AMR	America	230	11	5	#cc3300	#ff3d3d
HG00556	HG00556	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	231	14	1	#00ff00	#adff33
HG00557	HG00557	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	232	14	1	#00ff00	#adff33
HG00559	HG00559	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	233	14	1	#00ff00	#adff33
HG00560	HG00560	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	234	14	1	#00ff00	#adff33
HG00565	HG00565	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	235	14	1	#00ff00	#adff33
HG00566	HG00566	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	236	14	1	#00ff00	#adff33
HG00580	HG00580	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	237	14	1	#00ff00	#adff33
HG00581	HG00581	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	238	14	1	#00ff00	#adff33
HG00583	HG00583	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	239	14	1	#00ff00	#adff33
HG00584	HG00584	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	240	14	1	#00ff00	#adff33
HG00589	HG00589	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	241	14	1	#00ff00	#adff33
HG00590	HG00590	0	0	2	CHS	Southern_Han_Chinese	China	EAS	East_Asia	242	14	1	#00ff00	#adff33
HG00592	HG00592	0	0	1	CHS	Southern_Han_Chinese	China	EAS	East_Asia	243	14	1	#00ff00	#adff33
