FAMID	ID	PID	MID	SEX	POP	POP_SIMPLE	COUNTRY	SPOP	CONTINENT	ORDER	POP_ORDER	SPOP_ORDER	POP_COLOR	SPOP_COLOR
HG03166	HG03166	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1222	1	3	#ffcd00	#ffeb33
HG03168	HG03168	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1223	1	3	#ffcd00	#ffeb33
HG03169	HG03169	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1224	1	3	#ffcd00	#ffeb33
HG03172	HG03172	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1225	1	3	#ffcd00	#ffeb33
HG03175	HG03175	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1226	1	3	#ffcd00	#ffeb33
HG03189	HG03189	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1227	1	3	#ffcd00	#ffeb33
HG03190	HG03190	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1228	1	3	#ffcd00	#ffeb33
HG03193	HG03193	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1229	1	3	#ffcd00	#ffeb33
HG03195	HG03195	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1230	1	3	#ffcd00	#ffeb33
HG03196	HG03196	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1231	1	3	#ffcd00	#ffeb33
HG03198	HG03198	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1232	1	3	#ffcd00	#ffeb33
HG03199	HG03199	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1233	1	3	#ffcd00	#ffeb33
HG03202	HG03202	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1234	1	3	#ffcd00	#ffeb33
HG03209	HG03209	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1235	4	3	#e1b919	#ffeb33
HG03212	HG03212	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1236	4	3	#e1b919	#ffeb33
HG03224	HG03224	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1237	4	3	#e1b919	#ffeb33
HG03225	HG03225	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1238	4	3	#e1b919	#ffeb33
HG03228	HG03228	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1239	25	2	#e11289	#ff30ff
HG03229	HG03229	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1240	25	2	#e11289	#ff30ff
HG03234	HG03234	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1241	25	2	#e11289	#ff30ff
HG03235	HG03235	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1242	25	2	#e11289	#ff30ff
HG03237	HG03237	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1243	25	2	#e11289	#ff30ff
HG03238	HG03238	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1244	25	2	#e11289	#ff30ff
HG03240	HG03240	0	0	1	GWD	Gambian	Mandinka	AFR	Africa	1245	2	3	#ffb900	#ffeb33
HG03241	HG03241	0	0	2	GWD	Gambian	Mandinka	AFR	Africa	1246	2	3	#ffb900	#ffeb33
HG03246	HG03246	0	0	1	GWD	Gambian	Mandinka	AFR	Africa	1247	2	3	#ffb900	#ffeb33
HG03247	HG03247	0	0	2	GWD	Gambian	Mandinka	AFR	Africa	1248	2	3	#ffb900	#ffeb33
HG03258	HG03258	0	0	1	GWD	Gambian	Mandinka	AFR	Africa	1249	2	3	#ffb900	#ffeb33
HG03259	HG03259	0	0	2	GWD	Gambian	Mandinka	AFR	Africa	1250	2	3	#ffb900	#ffeb33
HG03265	HG03265	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1251	1	3	#ffcd00	#ffeb33
HG03267	HG03267	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1252	1	3	#ffcd00	#ffeb33
HG03268	HG03268	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1253	1	3	#ffcd00	#ffeb33
HG03270	HG03270	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1254	1	3	#ffcd00	#ffeb33
HG03271	HG03271	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1255	1	3	#ffcd00	#ffeb33
HG03279	HG03279	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1256	1	3	#ffcd00	#ffeb33
HG03280	HG03280	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1257	1	3	#ffcd00	#ffeb33
HG03291	HG03291	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1258	1	3	#ffcd00	#ffeb33
HG03294	HG03294	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1259	1	3	#ffcd00	#ffeb33
HG03295	HG03295	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1260	1	3	#ffcd00	#ffeb33
HG03297	HG03297	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1261	1	3	#ffcd00	#ffeb33
HG03298	HG03298	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1262	1	3	#ffcd00	#ffeb33
HG03300	HG03300	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1263	1	3	#ffcd00	#ffeb33
HG03301	HG03301	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1264	1	3	#ffcd00	#ffeb33
HG03303	HG03303	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1265	1	3	#ffcd00	#ffeb33
HG03304	HG03304	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1266	1	3	#ffcd00	#ffeb33
HG03311	HG03311	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1267	1	3	#ffcd00	#ffeb33
HG03313	HG03313	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1268	1	3	#ffcd00	#ffeb33
HG03342	HG03342	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1269	1	3	#ffcd00	#ffeb33
HG03343	HG03343	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1270	1	3	#ffcd00	#ffeb33
HG03351	HG03351	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1271	1	3	#ffcd00	#ffeb33
HG03352	HG03352	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1272	1	3	#ffcd00	#ffeb33
HG03354	HG03354	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1273	1	3	#ffcd00	#ffeb33
HG03363	HG03363	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1274	1	3	#ffcd00	#ffeb33
HG03366	HG03366	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1275	1	3	#ffcd00	#ffeb33
HG03367	HG03367	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1276	1	3	#ffcd00	#ffeb33
HG03369	HG03369	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1277	1	3	#ffcd00	#ffeb33
HG03370	HG03370	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1278	1	3	#ffcd00	#ffeb33
HG03372	HG03372	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1279	1	3	#ffcd00	#ffeb33
HG03376	HG03376	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1280	4	3	#e1b919	#ffeb33
HG03378	HG03378	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1281	4	3	#e1b919	#ffeb33
HG03380	HG03380	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1282	4	3	#e1b919	#ffeb33
HG03382	HG03382	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1283	4	3	#e1b919	#ffeb33
HG03385	HG03385	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1284	4	3	#e1b919	#ffeb33
HG03388	HG03388	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1285	4	3	#e1b919	#ffeb33
HG03391	HG03391	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1286	4	3	#e1b919	#ffeb33
HG03394	HG03394	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1287	4	3	#e1b919	#ffeb33
HG03397	HG03397	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1288	4	3	#e1b919	#ffeb33
HG03401	HG03401	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1289	4	3	#e1b919	#ffeb33
HG03410	HG03410	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1290	4	3	#e1b919	#ffeb33
HG03419	HG03419	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1291	4	3	#e1b919	#ffeb33
HG03428	HG03428	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1292	4	3	#e1b919	#ffeb33
HG03432	HG03432	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1293	4	3	#e1b919	#ffeb33
HG03433	HG03433	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1294	4	3	#e1b919	#ffeb33
HG03436	HG03436	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1295	4	3	#e1b919	#ffeb33
HG03437	HG03437	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1296	4	3	#e1b919	#ffeb33
HG03439	HG03439	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1297	4	3	#e1b919	#ffeb33
HG03442	HG03442	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1298	4	3	#e1b919	#ffeb33
HG03445	HG03445	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1299	4	3	#e1b919	#ffeb33
HG03446	HG03446	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1300	4	3	#e1b919	#ffeb33
HG03449	HG03449	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1301	4	3	#e1b919	#ffeb33
HG03451	HG03451	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1302	4	3	#e1b919	#ffeb33
HG03452	HG03452	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1303	4	3	#e1b919	#ffeb33
HG03455	HG03455	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1304	4	3	#e1b919	#ffeb33
HG03457	HG03457	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1305	4	3	#e1b919	#ffeb33
HG03458	HG03458	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1306	4	3	#e1b919	#ffeb33
HG03460	HG03460	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1307	4	3	#e1b919	#ffeb33
HG03461	HG03461	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1308	4	3	#e1b919	#ffeb33
HG03464	HG03464	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1309	4	3	#e1b919	#ffeb33
HG03469	HG03469	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1310	4	3	#e1b919	#ffeb33
HG03470	HG03470	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1311	4	3	#e1b919	#ffeb33
HG03472	HG03472	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1312	4	3	#e1b919	#ffeb33
HG03473	HG03473	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1313	4	3	#e1b919	#ffeb33
HG03476	HG03476	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1314	4	3	#e1b919	#ffeb33
HG03478	HG03478	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1315	4	3	#e1b919	#ffeb33
HG03479	HG03479	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1316	4	3	#e1b919	#ffeb33
HG03484	HG03484	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1317	4	3	#e1b919	#ffeb33
HG03485	HG03485	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1318	4	3	#e1b919	#ffeb33
HG03488	HG03488	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1319	25	2	#e11289	#ff30ff
HG03490	HG03490	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1320	25	2	#e11289	#ff30ff
HG03491	HG03491	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1321	25	2	#e11289	#ff30ff
HG03499	HG03499	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1322	1	3	#ffcd00	#ffeb33
HG03511	HG03511	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1323	1	3	#ffcd00	#ffeb33
HG03514	HG03514	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1324	1	3	#ffcd00	#ffeb33
HG03515	HG03515	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1325	1	3	#ffcd00	#ffeb33
HG03517	HG03517	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1326	1	3	#ffcd00	#ffeb33
HG03518	HG03518	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1327	1	3	#ffcd00	#ffeb33
HG03520	HG03520	0	0	2	ESN	Esan	Nigeria	AFR	Africa	1328	1	3	#ffcd00	#ffeb33
HG03521	HG03521	0	0	1	ESN	Esan	Nigeria	AFR	Africa	1329	1	3	#ffcd00	#ffeb33
HG03538	HG03538	0	0	1	GWD	Gambian	Mandinka	AFR	Africa	1330	2	3	#ffb900	#ffeb33
HG03539	HG03539	0	0	2	GWD	Gambian	Mandinka	AFR	Africa	1331	2	3	#ffb900	#ffeb33
HG03547	HG03547	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1332	4	3	#e1b919	#ffeb33
HG03548	HG03548	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1333	4	3	#e1b919	#ffeb33
HG03556	HG03556	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1334	4	3	#e1b919	#ffeb33
HG03557	HG03557	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1335	4	3	#e1b919	#ffeb33
HG03558	HG03558	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1336	4	3	#e1b919	#ffeb33
HG03559	HG03559	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1337	4	3	#e1b919	#ffeb33
HG03563	HG03563	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1338	4	3	#e1b919	#ffeb33
HG03565	HG03565	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1339	4	3	#e1b919	#ffeb33
HG03567	HG03567	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1340	4	3	#e1b919	#ffeb33
HG03571	HG03571	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1341	4	3	#e1b919	#ffeb33
HG03572	HG03572	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1342	4	3	#e1b919	#ffeb33
HG03575	HG03575	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1343	4	3	#e1b919	#ffeb33
HG03577	HG03577	0	0	1	MSL	Mende	Sierra_Leona	AFR	Africa	1344	4	3	#e1b919	#ffeb33
HG03578	HG03578	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1345	4	3	#e1b919	#ffeb33
HG03583	HG03583	0	0	2	MSL	Mende	Sierra_Leona	AFR	Africa	1346	4	3	#e1b919	#ffeb33
HG03585	HG03585	0	0	1	BEB	Bengali	Bangladesh	SAS	South_Asia	1347	22	2	#8b008b	#ff30ff
HG03589	HG03589	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1348	22	2	#8b008b	#ff30ff
HG03593	HG03593	0	0	1	BEB	Bengali	Bangladesh	SAS	South_Asia	1349	22	2	#8b008b	#ff30ff
HG03594	HG03594	0	0	1	BEB	Bengali	Bangladesh	SAS	South_Asia	1350	22	2	#8b008b	#ff30ff
HG03595	HG03595	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1351	22	2	#8b008b	#ff30ff
HG03598	HG03598	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1352	22	2	#8b008b	#ff30ff
HG03600	HG03600	0	0	1	BEB	Bengali	Bangladesh	SAS	South_Asia	1353	22	2	#8b008b	#ff30ff
HG03603	HG03603	0	0	1	BEB	Bengali	Bangladesh	SAS	South_Asia	1354	22	2	#8b008b	#ff30ff
HG03604	HG03604	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1355	22	2	#8b008b	#ff30ff
HG03607	HG03607	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1356	22	2	#8b008b	#ff30ff
HG03611	HG03611	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1357	22	2	#8b008b	#ff30ff
HG03615	HG03615	0	0	1	BEB	Bengali	Bangladesh	SAS	South_Asia	1358	22	2	#8b008b	#ff30ff
HG03616	HG03616	0	0	2	BEB	Bengali	Bangladesh	SAS	South_Asia	1359	22	2	#8b008b	#ff30ff
HG03619	HG03619	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1360	25	2	#e11289	#ff30ff
HG03624	HG03624	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1361	25	2	#e11289	#ff30ff
HG03625	HG03625	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1362	25	2	#e11289	#ff30ff
HG03629	HG03629	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1363	25	2	#e11289	#ff30ff
HG03631	HG03631	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1364	25	2	#e11289	#ff30ff
HG03634	HG03634	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1365	25	2	#e11289	#ff30ff
HG03636	HG03636	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1366	25	2	#e11289	#ff30ff
HG03640	HG03640	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1367	25	2	#e11289	#ff30ff
HG03642	HG03642	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1368	26	2	#ff00ff	#ff30ff
HG03643	HG03643	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1369	26	2	#ff00ff	#ff30ff
HG03644	HG03644	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1370	26	2	#ff00ff	#ff30ff
HG03645	HG03645	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1371	26	2	#ff00ff	#ff30ff
HG03646	HG03646	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1372	26	2	#ff00ff	#ff30ff
HG03649	HG03649	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1373	25	2	#e11289	#ff30ff
HG03652	HG03652	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1374	25	2	#e11289	#ff30ff
HG03653	HG03653	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1375	25	2	#e11289	#ff30ff
HG03660	HG03660	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1376	25	2	#e11289	#ff30ff
HG03663	HG03663	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1377	25	2	#e11289	#ff30ff
HG03667	HG03667	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1378	25	2	#e11289	#ff30ff
HG03668	HG03668	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1379	25	2	#e11289	#ff30ff
HG03672	HG03672	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1380	26	2	#ff00ff	#ff30ff
HG03673	HG03673	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1381	26	2	#ff00ff	#ff30ff
HG03679	HG03679	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1382	26	2	#ff00ff	#ff30ff
HG03680	HG03680	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1383	26	2	#ff00ff	#ff30ff
HG03681	HG03681	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1384	26	2	#ff00ff	#ff30ff
HG03684	HG03684	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1385	26	2	#ff00ff	#ff30ff
HG03685	HG03685	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1386	26	2	#ff00ff	#ff30ff
HG03686	HG03686	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1387	26	2	#ff00ff	#ff30ff
HG03687	HG03687	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1388	26	2	#ff00ff	#ff30ff
HG03689	HG03689	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1389	26	2	#ff00ff	#ff30ff
HG03690	HG03690	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1390	26	2	#ff00ff	#ff30ff
HG03691	HG03691	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1391	26	2	#ff00ff	#ff30ff
HG03692	HG03692	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1392	26	2	#ff00ff	#ff30ff
HG03693	HG03693	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1393	26	2	#ff00ff	#ff30ff
HG03694	HG03694	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1394	26	2	#ff00ff	#ff30ff
HG03695	HG03695	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1395	26	2	#ff00ff	#ff30ff
HG03696	HG03696	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1396	26	2	#ff00ff	#ff30ff
HG03697	HG03697	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1397	26	2	#ff00ff	#ff30ff
HG03698	HG03698	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1398	26	2	#ff00ff	#ff30ff
HG03702	HG03702	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1399	25	2	#e11289	#ff30ff
HG03703	HG03703	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1400	25	2	#e11289	#ff30ff
HG03705	HG03705	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1401	25	2	#e11289	#ff30ff
HG03706	HG03706	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1402	25	2	#e11289	#ff30ff
HG03708	HG03708	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1403	25	2	#e11289	#ff30ff
HG03709	HG03709	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1404	25	2	#e11289	#ff30ff
HG03711	HG03711	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1405	26	2	#ff00ff	#ff30ff
HG03713	HG03713	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1406	24	2	#b03060	#ff30ff
HG03714	HG03714	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1407	24	2	#b03060	#ff30ff
HG03716	HG03716	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1408	24	2	#b03060	#ff30ff
HG03717	HG03717	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1409	24	2	#b03060	#ff30ff
HG03718	HG03718	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1410	24	2	#b03060	#ff30ff
HG03720	HG03720	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1411	24	2	#b03060	#ff30ff
HG03722	HG03722	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1412	24	2	#b03060	#ff30ff
HG03727	HG03727	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1413	24	2	#b03060	#ff30ff
HG03729	HG03729	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1414	24	2	#b03060	#ff30ff
HG03730	HG03730	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1415	24	2	#b03060	#ff30ff
HG03731	HG03731	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1416	24	2	#b03060	#ff30ff
HG03733	HG03733	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1417	26	2	#ff00ff	#ff30ff
HG03736	HG03736	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1418	26	2	#ff00ff	#ff30ff
HG03738	HG03738	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1419	26	2	#ff00ff	#ff30ff
HG03740	HG03740	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1420	26	2	#ff00ff	#ff30ff
HG03741	HG03741	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1421	26	2	#ff00ff	#ff30ff
HG03742	HG03742	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1422	24	2	#b03060	#ff30ff
HG03743	HG03743	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1423	26	2	#ff00ff	#ff30ff
HG03744	HG03744	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1424	26	2	#ff00ff	#ff30ff
HG03745	HG03745	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1425	26	2	#ff00ff	#ff30ff
HG03746	HG03746	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1426	26	2	#ff00ff	#ff30ff
HG03750	HG03750	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1427	26	2	#ff00ff	#ff30ff
HG03752	HG03752	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1428	26	2	#ff00ff	#ff30ff
HG03753	HG03753	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1429	26	2	#ff00ff	#ff30ff
HG03754	HG03754	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1430	26	2	#ff00ff	#ff30ff
HG03755	HG03755	0	0	1	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1431	26	2	#ff00ff	#ff30ff
HG03756	HG03756	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1432	26	2	#ff00ff	#ff30ff
HG03757	HG03757	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1433	26	2	#ff00ff	#ff30ff
HG03760	HG03760	0	0	2	STU	Sri_Lankan_Tamil	United_Kingdom	SAS	South_Asia	1434	26	2	#ff00ff	#ff30ff
HG03762	HG03762	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1435	25	2	#e11289	#ff30ff
HG03765	HG03765	0	0	2	PJL	Punjabi	Pakistan	SAS	South_Asia	1436	25	2	#e11289	#ff30ff
HG03767	HG03767	0	0	1	PJL	Punjabi	Pakistan	SAS	South_Asia	1437	25	2	#e11289	#ff30ff
HG03770	HG03770	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1438	24	2	#b03060	#ff30ff
HG03771	HG03771	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1439	24	2	#b03060	#ff30ff
HG03772	HG03772	0	0	2	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1440	24	2	#b03060	#ff30ff
HG03773	HG03773	0	0	1	ITU	Indian_Telugu	United_Kingdom	SAS	South_Asia	1441	24	2	#b03060	#ff30ff
